NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS		417	0.6489752	1.7625024	0.0	0.005868003	0.536	3580	tags=53%, list=19%, signal=63%	
HP_LARGE_INTESTINAL_POLYPOSIS	HP_LARGE_INTESTINAL_POLYPOSIS		28	0.73427206	1.7621565	0.0	0.005876485	0.538	2630	tags=54%, list=14%, signal=62%	
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS		43	0.7243294	1.7617277	0.0	0.0058621806	0.539	1388	tags=44%, list=7%, signal=48%	
GNF2_RFC4	GNF2_RFC4		59	0.6991418	1.7610646	0.0	0.0059155854	0.546	3324	tags=58%, list=18%, signal=70%	
REACTOME_G2_M_CHECKPOINTS	REACTOME_G2_M_CHECKPOINTS		131	0.66918075	1.7586048	0.0	0.0063253813	0.567	2946	tags=51%, list=16%, signal=60%	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN		71	0.6922734	1.7584345	0.0	0.006330239	0.57	3070	tags=54%, list=16%, signal=64%	
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR	HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR		26	0.73127604	1.7580819	0.0	0.0063570156	0.572	2842	tags=65%, list=15%, signal=77%	
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION		111	0.6765935	1.7580521	0.0	0.0063106143	0.572	3520	tags=54%, list=19%, signal=66%	
MODULE_91	MODULE_91		36	0.72085804	1.7577062	0.0	0.0063299057	0.58	2530	tags=50%, list=13%, signal=58%	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION		29	0.7350527	1.7574964	0.0	0.006327406	0.583	3757	tags=66%, list=20%, signal=82%	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN		11	0.8232671	1.7574682	0.0	0.0062893317	0.583	670	tags=55%, list=4%, signal=57%	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION		23	0.74053085	1.7572526	0.0	0.0062730145	0.585	2860	tags=57%, list=15%, signal=67%	
REACTOME_MRNA_CAPPING	REACTOME_MRNA_CAPPING		29	0.7339599	1.7567348	0.0	0.0063201287	0.59	3069	tags=66%, list=16%, signal=78%	
REACTOME_EXTENSION_OF_TELOMERES	REACTOME_EXTENSION_OF_TELOMERES		51	0.704087	1.7566534	0.0	0.0062898877	0.59	3328	tags=57%, list=18%, signal=69%	
GOMF_DNA_HELICASE_ACTIVITY	GOMF_DNA_HELICASE_ACTIVITY		71	0.6889833	1.75647	0.0	0.006266984	0.591	2190	tags=46%, list=12%, signal=52%	
GNF2_EIF3S6	GNF2_EIF3S6		115	0.67397356	1.756167	0.0	0.0062512658	0.594	3274	tags=55%, list=17%, signal=66%	
GOBP_NCRNA_EXPORT_FROM_NUCLEUS	GOBP_NCRNA_EXPORT_FROM_NUCLEUS		36	0.7187075	1.754572	0.0	0.0064816284	0.611	2550	tags=56%, list=14%, signal=64%	
GOCC_CHAPERONIN_CONTAINING_T_COMPLEX	GOCC_CHAPERONIN_CONTAINING_T_COMPLEX		10	0.8295742	1.7545512	0.0020811656	0.0064375354	0.611	2339	tags=80%, list=12%, signal=91%	
REACTOME_HIV_TRANSCRIPTION_INITIATION	REACTOME_HIV_TRANSCRIPTION_INITIATION		47	0.7135185	1.7536055	0.0	0.0065355147	0.62	3069	tags=64%, list=16%, signal=76%	
MORF_NME2	MORF_NME2		151	0.66357726	1.7534962	0.0	0.0065251174	0.621	3291	tags=48%, list=17%, signal=58%	
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS		34	0.7146866	1.7532693	0.0	0.0065081976	0.622	3328	tags=65%, list=18%, signal=78%	
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS		37	0.71916455	1.7529796	0.0	0.0064783045	0.624	3895	tags=73%, list=21%, signal=92%	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX		33	0.72007114	1.7529699	0.0	0.006435684	0.624	2828	tags=67%, list=15%, signal=78%	
REACTOME_S_PHASE	REACTOME_S_PHASE		161	0.6645325	1.7528672	0.0	0.006400142	0.624	3413	tags=54%, list=18%, signal=65%	
GOBP_KINETOCHORE_ASSEMBLY	GOBP_KINETOCHORE_ASSEMBLY		17	0.77000356	1.7527174	0.0	0.0063715326	0.624	1421	tags=41%, list=8%, signal=44%	
REN_BOUND_BY_E2F	REN_BOUND_BY_E2F		55	0.69680154	1.7523775	0.0	0.006401197	0.627	2218	tags=44%, list=12%, signal=49%	
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS		61	0.69673264	1.7521838	0.0	0.006392123	0.628	1515	tags=46%, list=8%, signal=50%	
GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER		30	0.7347596	1.7519282	0.0	0.0063768113	0.63	1886	tags=53%, list=10%, signal=59%	
GOBP_RNA_SURVEILLANCE	GOBP_RNA_SURVEILLANCE		15	0.78447974	1.7510881	0.0	0.006443729	0.636	3048	tags=73%, list=16%, signal=87%	
KAUFFMANN_MELANOMA_RELAPSE_UP	KAUFFMANN_MELANOMA_RELAPSE_UP		60	0.6916072	1.7496021	0.0	0.0066665923	0.651	3324	tags=62%, list=18%, signal=75%	
ISHIDA_E2F_TARGETS	ISHIDA_E2F_TARGETS		52	0.6950054	1.7495297	0.0	0.006637391	0.652	1742	tags=44%, list=9%, signal=49%	
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	WP_EUKARYOTIC_TRANSCRIPTION_INITIATION		42	0.7112796	1.7495165	0.0	0.0066085495	0.653	3447	tags=67%, list=18%, signal=81%	
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS		88	0.6758002	1.7490772	0.0	0.006616984	0.655	3234	tags=52%, list=17%, signal=63%	
KEGG_RIBOSOME	KEGG_RIBOSOME		87	0.68070346	1.7477436	0.0	0.006827217	0.671	3227	tags=59%, list=17%, signal=70%	
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN		19	0.7603928	1.747727	0.001004016	0.006791666	0.672	2097	tags=58%, list=11%, signal=65%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION		85	0.67844266	1.7475548	0.0	0.006792801	0.673	2993	tags=49%, list=16%, signal=58%	
GNF2_CENPF	GNF2_CENPF		60	0.6922584	1.7473503	0.0	0.006769902	0.675	3324	tags=53%, list=18%, signal=65%	
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS		10	0.82861197	1.7473344	0.0	0.006735335	0.675	1869	tags=70%, list=10%, signal=78%	
HP_NEOPLASM_OF_THE_LARGE_INTESTINE	HP_NEOPLASM_OF_THE_LARGE_INTESTINE		105	0.6708593	1.7471753	0.0	0.006730854	0.678	2842	tags=45%, list=15%, signal=52%	
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B		24	0.74563444	1.7471669	0.0	0.006691026	0.678	3234	tags=71%, list=17%, signal=85%	
HP_CHROMOSOME_BREAKAGE	HP_CHROMOSOME_BREAKAGE		28	0.7280738	1.7462586	0.0	0.0068452507	0.686	2616	tags=64%, list=14%, signal=75%	
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	REACTOME_PHOSPHORYLATION_OF_THE_APC_C		20	0.74560124	1.7441894	0.0010060362	0.007225059	0.71	3234	tags=70%, list=17%, signal=84%	
GCM_TPT1	GCM_TPT1		65	0.6883314	1.7427642	0.0	0.007403354	0.718	3274	tags=62%, list=17%, signal=74%	
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX		30	0.7218144	1.7425264	0.0	0.007395143	0.719	3324	tags=63%, list=18%, signal=77%	
MODULE_29	MODULE_29		28	0.7393956	1.741552	0.0	0.0075016525	0.724	3274	tags=71%, list=17%, signal=86%	
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	REACTOME_TRANSLESION_SYNTHESIS_BY_POLH		19	0.75049365	1.7409712	0.0	0.007555654	0.727	3324	tags=74%, list=18%, signal=89%	
WP_DNA_REPLICATION	WP_DNA_REPLICATION		42	0.70639414	1.7408178	0.0	0.007541065	0.728	3324	tags=67%, list=18%, signal=81%	
GOBP_SNO_S_RNA_3_END_PROCESSING	GOBP_SNO_S_RNA_3_END_PROCESSING		10	0.8265079	1.7407432	0.0	0.007509726	0.73	2723	tags=90%, list=14%, signal=105%	
GNF2_TPT1	GNF2_TPT1		38	0.7097291	1.7398977	0.0	0.007624377	0.737	3530	tags=68%, list=19%, signal=84%	
GNF2_ELAC2	GNF2_ELAC2		44	0.69842285	1.7396954	0.0	0.007615213	0.738	2611	tags=55%, list=14%, signal=63%	
MODULE_158	MODULE_158		42	0.70763683	1.7391368	0.0	0.007656002	0.739	3324	tags=62%, list=18%, signal=75%	
GOMF_OXIDIZED_DNA_BINDING	GOMF_OXIDIZED_DNA_BINDING		11	0.81463844	1.738405	0.0	0.007745944	0.747	1515	tags=55%, list=8%, signal=59%	
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS		65	0.68957365	1.738375	0.0	0.007708862	0.747	3573	tags=60%, list=19%, signal=74%	
MODULE_155	MODULE_155		25	0.7360665	1.7380717	0.0	0.00771578	0.752	2594	tags=52%, list=14%, signal=60%	
GOBP_RETICULOPHAGY	GOBP_RETICULOPHAGY		11	0.8061414	1.736468	0.0010341262	0.007971914	0.766	419	tags=36%, list=2%, signal=37%	
MODULE_28	MODULE_28		32	0.7225378	1.7358123	0.0	0.008058177	0.774	2530	tags=53%, list=13%, signal=61%	
HP_OVARIAN_CARCINOMA	HP_OVARIAN_CARCINOMA		14	0.78076726	1.7353717	0.0010152285	0.008073825	0.776	1817	tags=50%, list=10%, signal=55%	
LI_WILMS_TUMOR_ANAPLASTIC_UP	LI_WILMS_TUMOR_ANAPLASTIC_UP		17	0.761748	1.7352837	0.0	0.008035982	0.777	3034	tags=59%, list=16%, signal=70%	
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE		16	0.78025174	1.7348684	0.0	0.008056882	0.78	3048	tags=81%, list=16%, signal=97%	
TANG_SENESCENCE_TP53_TARGETS_DN	TANG_SENESCENCE_TP53_TARGETS_DN		54	0.7008628	1.7347267	0.0	0.008035357	0.781	3427	tags=52%, list=18%, signal=63%	
HP_NEOPLASM_OF_HEAD_AND_NECK	HP_NEOPLASM_OF_HEAD_AND_NECK		29	0.7229191	1.7340928	0.0	0.00811903	0.786	1978	tags=45%, list=10%, signal=50%	
REACTOME_SNRNP_ASSEMBLY	REACTOME_SNRNP_ASSEMBLY		51	0.6922543	1.7340343	0.0	0.0080765225	0.786	2114	tags=47%, list=11%, signal=53%	
GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K4_SPECIFIC	GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K4_SPECIFIC		16	0.76737833	1.733633	0.0	0.008086389	0.788	2511	tags=50%, list=13%, signal=58%	
HP_COLON_CANCER	HP_COLON_CANCER		43	0.69735676	1.731739	0.0	0.008385477	0.808	1998	tags=40%, list=11%, signal=44%	
GOCC_RIBOSOME	GOCC_RIBOSOME		216	0.6520673	1.7314482	0.0	0.008388516	0.81	2230	tags=45%, list=12%, signal=50%	
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS		172	0.6516656	1.7314312	0.0	0.008345498	0.81	3274	tags=50%, list=17%, signal=60%	
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION		88	0.6713069	1.7313595	0.0	0.008323272	0.811	2226	tags=50%, list=12%, signal=56%	
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT		23	0.73948896	1.730746	0.0	0.008397444	0.815	3069	tags=61%, list=16%, signal=73%	
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM		138	0.6567183	1.729063	0.0	0.008717616	0.829	3303	tags=53%, list=18%, signal=64%	
GOBP_NCRNA_PROCESSING	GOBP_NCRNA_PROCESSING		367	0.6381782	1.7289908	0.0	0.0086738095	0.829	3482	tags=51%, list=18%, signal=62%	
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A		26	0.7312572	1.7286944	0.0	0.008705229	0.833	3234	tags=65%, list=17%, signal=79%	
GNF2_H2AFX	GNF2_H2AFX		30	0.717544	1.7282974	0.0	0.008761128	0.836	1786	tags=47%, list=9%, signal=51%	
KONG_E2F3_TARGETS	KONG_E2F3_TARGETS		93	0.6732798	1.7282597	0.0	0.008717756	0.836	3318	tags=49%, list=18%, signal=60%	
GOCC_REPLICATION_FORK	GOCC_REPLICATION_FORK		62	0.68123615	1.7279782	0.0	0.008728845	0.837	2243	tags=52%, list=12%, signal=58%	
GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA	GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA		14	0.7896475	1.7279708	0.0	0.008686055	0.837	2787	tags=79%, list=15%, signal=92%	
REACTOME_HIV_TRANSCRIPTION_ELONGATION	REACTOME_HIV_TRANSCRIPTION_ELONGATION		43	0.7030034	1.7269279	0.0	0.008809063	0.846	3069	tags=56%, list=16%, signal=67%	
GOCC_SAGA_COMPLEX	GOCC_SAGA_COMPLEX		13	0.79296064	1.7268559	0.0	0.008780824	0.846	1658	tags=62%, list=9%, signal=67%	
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN		167	0.65026003	1.7264695	0.0	0.008781751	0.847	3338	tags=49%, list=18%, signal=59%	
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION		69	0.6788395	1.7260698	0.0	0.008792266	0.847	2993	tags=52%, list=16%, signal=62%	
GOCC_DNA_POLYMERASE_COMPLEX	GOCC_DNA_POLYMERASE_COMPLEX		20	0.7535315	1.7254717	0.0	0.00891719	0.855	2786	tags=70%, list=15%, signal=82%	
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION		123	0.66260034	1.7254535	0.0	0.008879478	0.855	3104	tags=48%, list=16%, signal=57%	
GOBP_MATURATION_OF_SSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA		46	0.69698167	1.7247642	0.0	0.0089791715	0.86	3274	tags=61%, list=17%, signal=73%	
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING		45	0.6971892	1.7247432	0.0	0.008936818	0.86	3331	tags=53%, list=18%, signal=65%	
GOBP_TRNA_WOBBLE_BASE_MODIFICATION	GOBP_TRNA_WOBBLE_BASE_MODIFICATION		19	0.7604491	1.7246238	0.0	0.00892295	0.862	2271	tags=47%, list=12%, signal=54%	
REACTOME_MITOCHONDRIAL_TRANSLATION	REACTOME_MITOCHONDRIAL_TRANSLATION		93	0.66798675	1.7244778	0.0	0.008923187	0.864	3574	tags=58%, list=19%, signal=71%	
GOMF_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY	GOMF_RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY		38	0.70302725	1.7244735	0.0	0.008881684	0.864	2915	tags=58%, list=15%, signal=68%	
GOCC_KINETOCHORE	GOCC_KINETOCHORE		134	0.65639615	1.7243904	0.0	0.008845178	0.864	3246	tags=50%, list=17%, signal=60%	
HP_ELEVATED_RED_CELL_ADENOSINE_DEAMINASE_LEVEL	HP_ELEVATED_RED_CELL_ADENOSINE_DEAMINASE_LEVEL		22	0.74103004	1.7242184	0.0	0.008850359	0.865	2842	tags=68%, list=15%, signal=80%	
REACTOME_DNA_REPLICATION_PRE_INITIATION	REACTOME_DNA_REPLICATION_PRE_INITIATION		85	0.66764563	1.7242162	0.0	0.008809761	0.865	3413	tags=55%, list=18%, signal=67%	
GOCC_CHROMOSOME_CENTROMERIC_REGION	GOCC_CHROMOSOME_CENTROMERIC_REGION		189	0.64810634	1.7239866	0.0	0.008801402	0.867	3272	tags=48%, list=17%, signal=57%	
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS		81	0.67320704	1.7237797	0.0	0.008797647	0.868	3234	tags=52%, list=17%, signal=62%	
GNF2_FBL	GNF2_FBL		138	0.6547749	1.7234197	0.0	0.008843555	0.868	3047	tags=50%, list=16%, signal=59%	
HP_GASTROINTESTINAL_CARCINOMA	HP_GASTROINTESTINAL_CARCINOMA		66	0.6783044	1.7233907	0.0	0.008817197	0.868	2842	tags=48%, list=15%, signal=57%	
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		34	0.7120874	1.7231255	0.0	0.008844739	0.871	2797	tags=62%, list=15%, signal=72%	
CROONQUIST_NRAS_SIGNALING_DN	CROONQUIST_NRAS_SIGNALING_DN		69	0.6763244	1.7225379	0.0	0.008912089	0.871	3368	tags=52%, list=18%, signal=63%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		195	0.643484	1.7219454	0.0	0.008978835	0.879	3085	tags=49%, list=16%, signal=58%	
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE		50	0.68533504	1.7210395	0.0	0.009044977	0.883	3908	tags=58%, list=21%, signal=73%	
HP_MEDULLOBLASTOMA	HP_MEDULLOBLASTOMA		16	0.7601529	1.7207135	0.0010111224	0.009075403	0.886	3419	tags=75%, list=18%, signal=92%	
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES		12	0.7943112	1.7204198	0.0010330578	0.009109963	0.888	1059	tags=50%, list=6%, signal=53%	
REACTOME_INFLUENZA_INFECTION	REACTOME_INFLUENZA_INFECTION		155	0.65408134	1.720344	0.0	0.0090876	0.889	3274	tags=54%, list=17%, signal=64%	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD		116	0.6573251	1.7201823	0.0	0.009074109	0.891	3274	tags=53%, list=17%, signal=64%	
GOBP_MITOCHONDRIAL_RNA_PROCESSING	GOBP_MITOCHONDRIAL_RNA_PROCESSING		15	0.76653117	1.7191238	0.0	0.009259291	0.896	2371	tags=53%, list=13%, signal=61%	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION		91	0.67029107	1.7190362	0.0	0.009240869	0.896	3070	tags=51%, list=16%, signal=60%	
GOCC_CAJAL_BODY	GOCC_CAJAL_BODY		54	0.68456346	1.7176857	0.0	0.009453707	0.9	2492	tags=50%, list=13%, signal=57%	
KAUFFMANN_DNA_REPLICATION_GENES	KAUFFMANN_DNA_REPLICATION_GENES		143	0.6481245	1.717084	0.0	0.00961358	0.906	3360	tags=48%, list=18%, signal=57%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		55	0.6841232	1.7170323	0.0	0.009572671	0.906	2723	tags=53%, list=14%, signal=61%	
GNF2_BUB1B	GNF2_BUB1B		49	0.68895453	1.716259	0.0	0.009701125	0.91	3324	tags=57%, list=18%, signal=69%	
MORF_DEAF1	MORF_DEAF1		49	0.68697596	1.7162002	0.0	0.009672811	0.91	2670	tags=55%, list=14%, signal=64%	
HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA	HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA		30	0.7148127	1.7160378	0.0	0.009678261	0.912	2268	tags=43%, list=12%, signal=49%	
GOBP_TRNA_TRANSPORT	GOBP_TRNA_TRANSPORT		35	0.69868386	1.7158589	0.0	0.009683656	0.913	2550	tags=54%, list=14%, signal=63%	
GOBP_TRANSLATIONAL_TERMINATION	GOBP_TRANSLATIONAL_TERMINATION		103	0.66046786	1.7155463	0.0	0.009713951	0.915	2226	tags=48%, list=12%, signal=54%	
GOCC_RNA_POLYMERASE_COMPLEX	GOCC_RNA_POLYMERASE_COMPLEX		100	0.6684849	1.715523	0.0	0.009673643	0.915	3490	tags=56%, list=18%, signal=68%	
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1		74	0.66978556	1.7154953	0.0	0.00963779	0.915	3234	tags=53%, list=17%, signal=63%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS		69	0.67801195	1.7154824	0.0	0.009598128	0.915	3580	tags=62%, list=19%, signal=77%	
GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME		86	0.66120267	1.7154651	0.0	0.009558791	0.915	3574	tags=55%, list=19%, signal=67%	
MORF_NPM1	MORF_NPM1		158	0.64662594	1.7145367	0.0	0.009755828	0.92	3274	tags=49%, list=17%, signal=58%	
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA		24	0.72304696	1.713455	0.0	0.0099188555	0.923	3048	tags=63%, list=16%, signal=74%	
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME		103	0.6578015	1.7132542	0.0	0.009939244	0.923	3274	tags=53%, list=17%, signal=64%	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE		63	0.6764371	1.7130312	0.0	0.0099393865	0.923	2993	tags=52%, list=16%, signal=62%	
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE		15	0.7602353	1.7126449	0.0	0.009943521	0.923	2558	tags=60%, list=14%, signal=69%	
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE		232	0.6414466	1.7122463	0.0	0.009951604	0.924	3253	tags=47%, list=17%, signal=57%	
HP_PURE_RED_CELL_APLASIA	HP_PURE_RED_CELL_APLASIA		25	0.7222578	1.7108532	0.0	0.010225806	0.932	2842	tags=64%, list=15%, signal=75%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES		62	0.6759101	1.7104417	0.0	0.010268321	0.932	3069	tags=56%, list=16%, signal=67%	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION		44	0.6933145	1.7102925	0.0	0.010259262	0.932	2638	tags=55%, list=14%, signal=63%	
GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME		20	0.7461487	1.710129	0.0	0.01025421	0.932	2611	tags=50%, list=14%, signal=58%	
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY	GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY		43	0.6963637	1.7096673	0.0	0.01027657	0.933	2915	tags=56%, list=15%, signal=66%	
REACTOME_HOMOLOGY_DIRECTED_REPAIR	REACTOME_HOMOLOGY_DIRECTED_REPAIR		100	0.6609721	1.7096026	0.0	0.010259801	0.934	3070	tags=51%, list=16%, signal=61%	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION		94	0.6647962	1.7092272	0.0	0.010301372	0.935	3274	tags=56%, list=17%, signal=68%	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_24HR		121	0.65665793	1.7088072	0.0	0.010338749	0.937	3413	tags=47%, list=18%, signal=57%	
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR		82	0.66519976	1.7081242	0.0	0.01044128	0.94	3413	tags=49%, list=18%, signal=59%	
