Gene Symbol	CRISPR score 
SART3	-1.65
ARHGAP15	0.32
TUBA3D	0.37
PAX2	0.07
EXOSC7	-2.51
KIFAP3	0.25
MKRN2	-0.99
MCM6	-1.62
REXO2	-1.73
RBM7	-0.91
RBMS2	-0.76
BAZ2A	-1.51
PTPN23	-1.95
MLH1	-0.25
UNG	-0.28
FMO4	0.17
KLHL20	-0.37
RGS11	-0.10
PLXNA2	-0.29
SPAG5	-0.96
ANKRD13A	-0.36
TPD52	-0.44
ACACB	-0.42
TRAF4	-0.80
PAG1	-0.56
GPATCH1	-1.38
ICAM3	-0.38
NT5C2	0.05
MCAM	-0.41
GPC4	-0.08
MBNL3	0.13
CAMSAP3	-0.67
RAP1GAP	-0.60
XAB2	-1.90
ARHGEF1	-0.99
STXBP2	-0.18
MAP2K7	1.57
NMRK2	0.05
DGKD	-0.70
CTTNBP2	-0.18
ACTL6B	-0.24
RARB	0.28
TOP2B	-0.71
TM9SF3	-0.79
NFKB2	-0.27
UBE2T	-1.26
PPP1R12B	-1.11
DNAJC10	-0.01
GTF3C1	-2.24
IL4R	-0.15
USP33	-0.28
PAK3	0.04
CAPN6	0.17
DCX	0.07
SNRPA	-1.50
SPAG6	-0.56
EXOSC5	-1.53
DYNC1I2	-1.56
APBB1IP	-0.52
LRCH4	-0.05
FAM76B	-0.13
SIRT6	0.41
TYR	0.42
POLD3	-1.66
ACTN2	-0.50
CAPZB	-2.31
GPR137B	-0.37
NAALAD2	-0.15
SLC25A43	-0.26
UBE2A	-1.19
FGFR1	-0.62
FKBP6	-0.39
GTF2I	0.57
SMC1B	0.30
FBLN1	-0.30
ITGA8	-0.36
CST7	0.70
MAP2	0.17
PIAS2	-0.23
AMPH	-0.39
ARAF	0.26
MCCC1	0.15
LAMP3	0.03
FAP	0.33
NEBL	-0.68
ACER3	-0.07
UBE2K	-0.32
PIK3C3	-1.47
N4BP2	-0.56
C12orf5	0.10
TULP3	-0.33
SYNJ2	-0.49
ADCY2	-0.78
PPP2R5C	-0.23
RBFOX1	-0.10
GNB1	-0.08
HOXA9	-0.38
EDN1	-0.36
MLLT10	0.42
ZCWPW1	-0.49
ADCYAP1R1	-0.23
FGF20	0.40
P2RY10	0.17
ITM2A	-0.04
NRD1	-1.05
VDAC3	-0.49
PCM1	-1.07
TNRC6C	-0.85
CBFA2T2	-1.14
BRINP1	-0.38
ITCH	-0.63
PKD2L2	-0.18
TP53INP2	-0.39
SDF4	-0.62
MYH7B	-0.50
BPIFB2	-0.41
TP73	-0.02
TOLLIP	0.21
UBE2D4	-0.60
CLUL1	-0.65
RUNX1T1	-0.90
CDH17	-0.20
THOC1	-1.35
FKBP7	0.08
OSBPL6	0.11
SLC1A3	-0.12
XRCC5	-2.14
LXN	0.15
SP140	0.06
MKNK1	-0.42
TNS1	-0.23
REXO1	-2.05
SAR1A	-0.58
CDC14A	0.24
RAPGEF3	-0.12
CEACAM1	0.43
SENP1	-0.41
DUSP13	-0.44
CIC	-0.12
LIPE	-1.02
FDFT1	-2.39
PAFAH1B3	0.52
OPHN1	-0.19
AFM	-0.42
KIF22	-0.93
SCGN	0.04
LRRC16A	-0.46
PGM1	-0.07
DDX1	-1.36
DNM2	-2.15
EPB41L2	-0.63
RIMS1	-0.16
MOXD1	0.16
STX7	-0.53
RABL2B	-0.93
KEAP1	-0.28
DDX43	-0.37
PTPRH	-0.90
DCT	-0.12
SLC35C2	0.03
EPHA6	-0.15
SCTR	-0.21
RFX3	-0.03
RIF1	-1.44
RAB21	-0.53
SLC4A4	-0.62
SMARCA2	-0.41
RDH8	-1.14
SESN1	-0.07
MID2	-0.12
PIH1D3	-0.09
COL5A3	-0.61
SRCAP	-1.69
KIAA0020	-1.77
CPB2	0.05
CHRNA3	-0.52
KCNN2	-0.26
CNOT4	0.43
PSEN1	-1.45
CPOX	-1.08
CLDND1	0.37
MOK	0.19
HSP90AA1	0.42
RBL1	0.52
DLGAP4	-0.40
CFHR2	-0.02
NDC80	-1.68
AP4E1	0.06
RSBN1	-0.39
MAGI3	-0.70
CXCL2	-0.44
AFP	-0.06
COL4A4	-0.18
TCF7	-0.42
OSTM1	-0.33
CDH7	-0.71
IMPG2	-0.62
PCNP	-0.65
EXD2	0.09
ARG2	-0.15
MEF2C	-0.35
PTPRC	0.16
CACNA1S	-1.10
PKP1	-0.33
UBA5	-0.89
STK17B	-0.07
CDC14B	0.31
ZNF510	-0.01
LRP2	0.13
ZNF506	0.24
JMJD4	0.15
DUSP12	-0.88
AACS	-0.33
KIAA0141	0.00
SLC13A1	-0.31
CADPS2	-0.23
PCDHB4	-0.23
PCDHA6	0.71
PCDHGA2	-0.12
HSPB11	0.32
PHLPP1	-0.74
ATP8B1	-0.42
IL12RB2	-0.12
SMARCD3	-0.60
WDR70	-1.61
FYB	-0.64
MPP4	-0.64
STRADB	-0.61
BZW1	-0.32
PGR	0.04
C1QTNF3	-0.30
ME2	-0.44
C5orf22	-0.20
CCNT2	-1.50
FAM135A	-0.05
COL19A1	-1.16
EPB41L3	-0.76
COBLL1	-0.79
DLG3	0.11
KCNK2	-0.41
SERTAD4	-0.21
TRAF5	-0.36
MRPL22	-0.75
GEMIN5	-2.39
OPRK1	0.49
NFE2L1	-0.61
SEMA5B	-1.19
GSK3B	1.06
ITGB5	-0.92
ERC1	-0.50
XPO1	-3.40
C4orf6	-0.31
RNF13	0.09
TRPM3	0.16
PALB2	-1.84
DOPEY1	-0.25
LYRM2	-0.20
BCKDHB	-0.39
KAT6A	-0.44
ZCCHC6	-0.47
ULK2	-0.34
GRHL2	-0.16
TNPO1	-1.86
PLOD1	-0.25
P2RX5	-1.12
ITGAE	-0.78
DIS3	-2.11
PIBF1	-0.22
TDRD3	-0.21
NUFIP1	-1.72
PDS5B	-0.81
OXCT1	-0.59
RRAGB	-0.04
EPYC	0.03
CYLD	-0.78
SLC27A5	-1.10
ZNF324	-0.24
ZNF671	0.16
ZNF416	0.04
ZNF586	-0.49
ZNF446	-0.38
ZNF264	0.29
RPS5	-1.62
FAT1	-0.05
YTHDC1	-2.60
CHMP2B	-0.01
SMAP2	-1.05
PPIE	-2.35
ZMPSTE24	-0.62
STARD7	-0.83
NOA1	-1.29
REST	-1.25
HAL	-0.79
SSH1	0.04
GSTP1	-0.57
APLP2	-0.28
KIAA1467	-0.34
SLCO1A2	-0.20
WBP11	-2.21
EIF3I	-1.94
NKAIN1	-0.50
COL16A1	0.03
TXLNA	-0.46
APOB	-0.26
NCOA1	-0.67
AGBL5	-1.68
EFR3B	-1.14
KIF3C	-1.39
RAB10	-0.20
GCKR	-0.17
HADHA	-0.21
MAPRE3	-0.07
CAD	-1.14
CD59	-0.07
CD82	-0.45
BCORL1	0.22
ATRX	-0.94
TAF9	-0.34
FCN1	-0.46
MYNN	-0.21
MECOM	-0.59
PREP	-0.36
HACE1	-0.33
SEH1L	-1.12
WDR47	-0.62
WDFY1	-0.65
OVGP1	0.24
SLC25A24	0.02
MAP3K4	-0.14
PILRA	-0.83
IGSF9	-0.54
ABCB1	-0.50
ZNF213	-0.52
AKR1B1	-0.24
CPNE3	-0.15
RRN3	-1.72
CTTN	-0.96
WNT11	0.11
MTIF2	-1.52
DDHD2	-0.42
TTC39A	-1.83
EPS15	-0.24
ORC1	-1.79
MGST2	-0.25
CHERP	-1.13
ATG16L1	-0.22
USP40	-0.10
POMGNT1	0.32
RAD54L	-0.09
MAST2	-0.27
DNAJA1	-0.88
B4GALT1	-1.11
CHMP5	-0.77
NFX1	-0.79
AQP6	-0.11
DIMT1	-1.27
IPO11	-2.09
FOLH1	0.11
EIF2AK1	-0.50
NME8	-0.18
EPDR1	-0.56
SNX10	-0.33
SEPHS1	-1.61
MRPL28	-2.23
HBQ1	-1.38
ITPKC	-0.29
CEACAM6	0.16
FAT2	-0.62
RBM22	-2.45
TMED2	-1.59
ERO1LB	0.05
ZFAND6	-0.10
HSD17B2	0.32
TXLNG	-0.58
PPEF1	-0.51
LAT2	-0.11
HUWE1	-0.88
ZW10	-1.86
ALG9	-0.14
MYBPC2	-0.29
NOX4	-0.33
ACOX3	-0.36
MTMR2	-0.18
PPP1R15A	-0.59
HSD17B14	-0.02
TRIP6	-1.19
ACHE	-1.56
FTL	-0.68
SRRT	-1.76
BAX	0.66
NLK	-0.81
PIGS	-1.23
ADAMTS2	-0.14
TMPRSS11E	-0.32
ATXN7L3	0.49
PGS1	-1.60
PSMC5	-2.35
UIMC1	-1.07
CETP	-0.54
MMP2	-0.55
MT3	0.09
LPCAT2	-0.26
GNAO1	-0.56
OGFOD1	-1.16
SH3BP2	-0.71
NOP14	-2.26
ADD1	-0.38
L2HGDH	-0.29
TXNDC16	-0.84
C14orf166	-0.41
NID2	-0.58
GMCL1	-0.63
SF3B2	-1.53
KLHL42	-0.04
GNAS	-0.68
DNM1L	-2.17
PTHLH	-0.73
PHACTR3	-1.39
ERGIC2	-0.13
TFAP2C	-2.12
AURKA	-1.61
CASS4	-0.56
PIR	-0.22
AAMDC	-0.72
RFX2	-0.72
SLC6A14	-0.57
METTL2A	0.14
SULT2B1	-0.37
ALG6	-1.01
CNOT3	-1.50
GP6	-0.96
PTPN4	-0.49
DDX18	-2.05
KHSRP	-0.79
GNA11	-1.49
ASAP3	-0.69
EDEM2	-0.19
DNMT3B	0.20
REM1	-0.19
TPX2	-1.91
PDRG1	-2.29
EPB41L1	-0.62
SLC15A1	-0.32
DOCK9	-1.00
ANKRD10	-0.06
TGDS	-0.32
DOCK3	-0.33
C3orf18	-0.62
COQ9	-1.07
TMEM40	-1.07
KIF9	-0.31
ARHGAP28	-0.04
CRLS1	-1.70
DEFB127	-0.15
PPP1R13B	-1.04
ATRN	-0.90
SMOX	-0.56
SIGLEC1	-0.99
FKBP1A	0.64
NSFL1C	-0.14
SLC4A11	-1.29
C20orf194	-0.13
ZNF343	-0.78
EBF4	-0.89
CPXM1	-0.23
MAVS	-0.83
F11	-0.17
XRN2	-1.79
DYNLL1	-1.82
TESC	-0.35
SNX5	-0.31
RPL6	-1.84
SIRPG	-0.13
MAPKAPK5	-0.30
P2RX7	-0.53
ESF1	-0.64
RBBP9	-0.06
ANAPC5	-2.16
SLC23A2	-0.45
SLC8B1	-1.04
TMEM230	-0.48
DZANK1	-0.37
KDM2B	-2.11
C20orf26	-0.73
LHX5	-0.59
TASP1	-0.43
OAS1	-1.16
GCN1L1	-1.61
RPLP0	-1.57
PXN	-1.02
SIRT4	-0.36
RPH3A	0.11
KIF16B	-0.36
TRMT6	-2.21
CHGB	-1.40
PEBP1	-0.07
TBX5	-1.51
BRAP	-1.30
ERP29	0.05
NOS1	-0.69
FUS	-0.77
IGBP1	-1.77
FXYD5	0.26
ZNF302	0.40
GRAMD1A	-0.74
FXYD3	0.02
HEPH	-0.04
CDIP1	-0.24
CMTM1	0.04
KCNH4	-0.81
GANAB	-0.76
GMIP	-1.30
RBM41	-1.43
BIRC5	-1.96
LAG3	-1.13
MLF2	0.02
OTUB2	-0.16
DDX24	-1.79
ZBTB25	-0.14
NECAP1	-0.20
ARHGAP4	-0.59
ANKRD24	-0.32
DHX32	-0.49
RCOR1	0.40
GPATCH2L	-0.44
BLVRB	0.23
SLC9A1	-0.50
SPTLC1	0.01
PAPOLA	-0.84
CCNK	-1.60
PCBP4	-0.22
RGS1	-0.75
YPEL3	-0.28
MRPS33	-1.33
NDUFB2	-0.04
NUDC	-1.49
MAEA	-0.19
ICAM1	-0.01
STRN4	-1.21
IRAK3	0.53
LYZ	-0.39
SI	-0.64
MUL1	0.48
TFAP4	-1.44
PDCD7	-2.26
SPG21	-0.73
FETUB	-0.79
DNAJB11	-0.34
LEPREL1	-0.18
THPO	-0.73
CHRD	-0.32
FLT3LG	-0.16
RAB11FIP3	-1.33
GNPTG	0.18
ZNF268	0.02
GOLGA3	-0.97
PABPC4	-1.03
CD209	-0.43
CERS4	-1.15
MCOLN1	-0.65
USP48	-1.08
EFNB1	-0.33
PDPR	-0.47
AARS	-2.44
GLG1	-0.34
KIF4A	-1.52
TNRC6A	-0.58
FCGBP	-0.92
PLEKHG2	-1.56
DLL3	-0.72
NAT14	-1.39
PITPNM2	-0.21
EXOC1	-1.79
RBM27	-1.40
POU4F3	-0.44
OSBPL8	0.28
DTX2	-0.01
NLRC4	-0.11
PUS7	-1.03
LAMB4	-0.40
NRCAM	-1.25
LAMB1	-0.04
SLC26A4	-0.21
SLC26A3	0.05
DLD	-0.39
WDR7	-0.78
TXNL1	-0.29
IL5RA	-0.49
ABCC6	-0.95
CMTM6	0.08
ITGA6	0.22
RAPGEF4	-0.69
SMPX	0.17
FH	-0.01
SEL1L3	-1.13
TF	-0.52
CDV3	-0.10
MYO15A	-0.66
ALKBH5	-0.90
APOH	0.31
NLRP1	-0.11
PITPNM3	-0.84
SPAG7	-1.24
ORC6	-2.26
ZFHX4	-0.53
SLC17A6	-0.31
CPA1	-0.20
ZC3HC1	-0.45
ESR1	-0.68
RGS17	-0.33
ANGPT2	-0.56
TMEM101	-0.13
CD200	-0.94
CCDC80	0.02
CMA1	0.33
PSME1	-0.67
PPP2R3C	-1.09
HAUS4	-0.88
JPH4	-0.86
MYH7	-0.70
CEBPE	-1.35
SLC7A8	-0.64
OSGEP	-1.30
SLC22A17	-0.13
RNF31	-1.57
SCFD1	-1.26
G2E3	-0.89
HECTD1	0.07
HNRNPC	-2.68
RPGRIP1	-0.47
SUPT16H	-1.66
TOX4	-0.86
GEMIN2	-1.02
TGM1	-0.09
TINF2	-1.23
DAZL	0.50
TBL1Y	0.84
SEMA6A	-0.74
TRPM7	-0.14
TYRO3	-1.21
WDR76	-0.47
CAPN3	-0.46
SNAP23	-0.82
TBX15	-0.11
PHGDH	-0.97
COL9A3	-0.62
EZR	-0.82
MYL6	1.41
AGO1	-0.36
TEKT2	-1.16
CLSPN	-2.05
RFFL	-0.13
UNC13D	-0.91
MFSD11	-0.47
DPYSL2	-0.17
TGFB2	-0.13
GPATCH2	-0.12
NUP50	-1.29
CDC45	-2.48
COMT	-0.25
CECR1	-0.01
ECHDC1	0.02
LRRFIP2	0.38
SEC22C	-0.51
XYLB	-0.36
HDAC6	-1.05
GABRP	-0.79
KRT31	-0.59
CDC6	-1.89
UPRT	-0.21
CDC23	-2.40
AAAS	-0.74
CBX5	-1.07
FMO2	-0.26
SUCO	-0.97
MSH2	-1.05
MAP3K1	-0.12
DHPS	-1.76
HOOK2	-0.80
NXPE1	-0.32
ARCN1	-2.09
EPB41L4B	-0.38
TMEM38B	-0.70
PSMD5	-0.69
PTGS1	0.30
NUP188	-1.83
CRAT	-0.72
SH2D3C	-0.77
NANS	-0.16
TBC1D2	-0.58
DFNB31	-0.32
PDE6C	-0.42
CWF19L1	-0.34
SEMA4G	-0.38
BTAF1	-2.32
IKZF5	-0.32
BLNK	0.31
TLL2	-0.26
CYP26A1	-0.34
TDRD1	-0.72
SORBS1	-0.53
CRTAC1	0.06
BAMBI	-0.02
IL11	0.09
MYO3A	-0.77
WAC	-2.22
CREM	-0.33
NUBP2	-1.54
TPSD1	-0.37
C19orf77	-0.73
HIVEP1	0.13
TREM2	-0.19
KCNK16	-0.46
CRISP3	-0.25
FKBP5	-0.36
SRPK1	-1.41
BRPF3	-1.19
MRPS18A	-1.53
PGC	-0.47
TMEM14A	0.02
EFHC1	-0.47
NCR2	-0.42
HSP90AB1	-1.70
MLN	-0.24
CDC5L	-1.94
ITPR3	-0.16
ZNF184	-0.42
DSP	-0.40
SIRT1	-1.22
HNRNPH3	-0.60
IFT74	-0.61
JAK2	-0.65
IL12RB1	-0.06
ABL1	0.00
ACOT7	-0.41
SH3GLB1	-0.46
CDC7	-2.04
SYDE2	-0.55
PCSK5	-0.32
SCD	-0.03
TMED1	-0.71
ABLIM1	-0.45
ERMP1	-0.18
RAB18	0.06
NRP1	-0.46
PRTFDC1	-0.41
PALMD	-0.93
TSPAN15	-1.02
H2AFY2	-0.53
FAM21A	-0.96
MAST3	-0.35
MZF1	-0.66
OCEL1	-0.87
MYO9B	-0.36
KCNK6	-0.46
CATSPERG	-0.20
PSMD8	-0.75
FBXL19	-0.96
STX1B	-0.04
HSD3B7	-1.17
SETD1A	-1.72
BCL7C	-0.82
MAGEB2	0.39
EFNA2	-0.86
CIRBP	-0.39
ATP5D	-2.98
C19orf26	0.08
PCDH11Y	0.60
AMELY	0.15
IGFALS	-0.86
HNRNPM	-1.18
MARCH2	-0.44
NDUFB7	-0.67
TECR	-1.13
TIMM13	-1.33
CDC34	-0.78
MTAP	-0.35
MISP	-0.75
CEP170B	-0.76
POLR2E	-1.68
POLRMT	-1.24
HCN2	0.01
CDHR5	-0.37
IZUMO4	-0.38
RASSF7	-0.37
GADD45B	-0.57
PALM	-0.51
MADCAM1	-0.25
MKNK2	-0.19
ARVCF	-1.27
TRMT2A	-2.04
RANBP1	-1.14
ZDHHC8	-0.03
KLHL22	-1.01
MED15	-1.43
SERPIND1	-0.67
SNAP29	-0.60
CRKL	-1.06
LZTR1	0.46
MMP11	-0.21
SMARCB1	-1.43
P2RX6	-0.43
DERL3	-0.39
SLC7A4	-0.19
BCL2L13	-0.57
DDTL	-1.28
DDT	-0.87
GSTT2	-0.82
OSM	-0.05
CABIN1	-1.40
TBC1D10A	-0.38
SUSD2	-0.36
SF3A1	-2.77
GGT5	-0.46
RNF215	-0.93
SEC14L2	-0.17
SEC14L3	0.08
SPECC1L	-1.25
PPIL2	-1.18
UPB1	-0.51
YPEL1	-1.41
SNRPD3	-1.54
PES1	-1.87
MAPK1	0.05
GGT1	-0.13
PRODH	-1.22
PPM1F	-1.78
SLC35E4	-0.58
TOP3B	-0.65
CRYBB3	-0.61
CYTH4	-0.06
DGCR14	-2.01
MFNG	-0.64
CARD10	0.60
LRP5L	-0.15
SLC25A1	-0.78
ADRBK2	-0.27
PLA2G3	-0.30
LGALS2	0.49
GGA1	-0.02
HIRA	-2.05
SH3BP1	-0.94
SEZ6L	-0.94
LGALS1	-0.39
HPS4	-0.74
PIK3IP1	-0.76
NOL12	-1.33
SRRD	-0.43
PATZ1	-0.34
TRIOBP	-0.61
TFIP11	-1.17
GCAT	-0.40
GGTLC2	-1.19
CRYBB1	-0.47
ANKRD54	-0.41
EIF3L	-2.45
NHP2L1	-2.04
MICALL1	-1.01
POLR2F	-2.08
SOX10	-0.49
CCDC134	-0.87
DEPDC5	0.30
PICK1	-0.21
TTC28	-0.15
SLC16A8	-0.14
CENPM	-2.84
SEPT3	-0.22
SLC5A1	-0.50
SLC5A4	-0.14
KDELR3	-0.91
CYP2D6	0.40
DDX17	-0.92
DMC1	-0.14
TCF20	-0.05
HSCB	-1.43
CBY1	-0.13
TOMM22	-1.61
RTDR1	-0.76
XBP1	-0.06
RTCB	-1.77
JOSD1	0.26
FBXO7	-0.28
GTPBP1	-0.58
POLDIP3	-0.83
RAB36	-0.37
TIMP3	-0.60
PPP6R2	-0.36
SBF1	-1.29
SUN2	-0.45
CYB5R3	-0.48
DNAL4	-0.44
C22orf31	-0.16
MIOX	0.14
LMF2	-0.83
RHBDD3	-1.23
PACSIN2	0.04
TTLL1	-0.09
RASL10A	-0.26
AP1B1	-0.16
HMGXB4	-0.19
TOM1	0.03
NEFH	-0.22
CHKB	-0.52
BIK	0.40
HMOX1	-0.59
MCAT	-0.95
THOC5	-1.44
MCM5	-1.25
APOBEC3H	-0.21
ARSA	-0.46
TSPO	-0.44
RASD2	-0.46
TTLL12	-0.51
CBX7	-0.07
PDGFB	0.14
ACR	-0.03
CABP7	0.07
RPL3	-2.01
ZMAT5	-2.10
RBFOX2	-1.19
SYNGR1	-0.17
TAB1	-0.48
ASCC2	-0.84
MTMR3	-0.51
MIEF1	-0.50
PNPLA5	-0.02
APOL1	-0.51
PNPLA3	0.34
MYH9	0.51
CACNA1I	-1.17
SAMM50	-1.09
TXN2	-1.73
FOXRED2	-1.41
GRAP2	-0.30
EIF3D	-1.67
TNRC6B	0.05
SGSM3	-0.17
IFT27	-0.28
PVALB	-0.21
KIAA0930	-0.39
NCF4	-0.76
CSF2RB	-1.34
SLC25A17	-0.07
UPK3A	-0.26
FAM118A	-0.90
KCTD17	-1.05
ST13	-0.80
IL2RB	-0.02
RBX1	-2.01
EP300	-2.15
L3MBTL2	-0.76
CHADL	-0.40
RANGAP1	-2.13
ZC3H7B	-1.23
PHF5A	-1.22
ACO2	-1.05
POLR3H	-2.14
TRMU	-0.32
PMM1	-0.53
DESI1	-1.14
CERK	-0.39
BRD1	-0.45
ZBED4	-0.55
MLC1	-0.41
HDAC10	-0.55
KCNK10	0.22
ABHD4	0.00
KHNYN	-1.10
FKBP3	0.10
SDR39U1	-0.34
CTSG	-0.29
GZMH	-0.09
GZMB	-0.31
RBM23	-0.75
PRMT5	-2.37
COCH	-0.69
AP4S1	-0.13
POLE2	-2.11
SOS2	-0.97
CDKL1	0.19
NIN	-0.03
PYGL	-0.92
TRIM9	0.00
PSMC6	-1.30
GNPNAT1	-0.44
DDHD1	-0.63
CDKN3	-0.56
CNIH1	0.07
CGRRF1	-0.08
ATP6V1D	-1.56
C14orf105	-0.27
PLEK2	-0.44
PIGH	-0.99
C14orf166B	-1.30
PSMA3	-1.68
VTI1B	-0.41
TIMM9	0.09
GSTZ1	0.24
KIAA0586	-0.23
TMED8	-0.41
SAMD15	-0.82
AHSA1	-0.51
DAAM1	-0.33
ISM2	0.09
SPTLC2	-0.79
RIN3	-1.00
LGMN	-0.36
ALKBH1	-0.69
SNW1	-0.88
CHGA	-1.75
ITPK1	0.40
DHRS7	-0.28
PPM1A	-0.32
SIX4	-0.93
GALNT16	-0.40
ASB2	0.12
CEP128	-0.24
ERH	-1.50
HIF1A	0.21
KIAA0247	-0.50
SRSF5	-0.34
SLC10A1	-0.11
EIF5	-2.02
SERPINA4	-0.33
SLC8A3	0.06
DICER1	-0.87
ZFYVE21	-0.20
MTHFD1	-0.48
TCL1A	-0.01
ZC3H14	-0.58
TELO2	-2.78
PCNX	-0.26
BDKRB1	-0.36
GSKIP	0.52
VRK1	-1.16
PSMC1	-1.69
PAPLN	-0.30
RPS6KA5	-0.82
SMEK1	-0.69
C14orf93	-1.31
PSMB5	-1.77
YY1	-1.80
ACIN1	-1.83
CCNB1IP1	-0.14
TRIP11	-0.50
APEX1	0.00
PABPN1	-0.75
EFS	-1.22
ARHGAP5	-0.28
CINP	-1.36
DHRS2	0.09
SRP54	-0.65
CPNE6	-1.04
CHD8	-0.14
PCK2	-0.04
KIAA0391	-1.67
DCAF11	-0.70
PSMA6	-2.42
NFKBIA	-0.38
EMC9	-0.17
PSME2	-0.47
BRMS1L	0.00
REC8	-1.30
TM9SF1	-0.44
SEC23A	0.41
GMPR2	-0.36
PNN	-1.84
RABGGTA	-2.29
NFATC4	-1.75
PLTP	-0.68
PCIF1	0.27
GSS	-0.50
MMP9	-0.23
VSX1	0.16
TRPC4AP	-0.93
PYGB	-0.52
ABHD12	-0.43
PROCR	-0.06
GINS1	-1.14
NINL	-0.86
CD40	-1.00
UQCC1	-0.25
ZMYND8	-1.17
SGK2	-0.55
IFT52	-0.36
MYBL2	-2.09
R3HDML	0.05
HNF4A	-0.27
NDRG3	-0.73
SLA2	-0.29
C20orf24	0.41
NFATC2	-0.17
RIMS4	-0.51
PABPC1L	-0.68
STK4	-0.52
SALL4	-1.93
ADNP	-0.70
PFDN4	0.21
DOK5	-0.03
CSTF1	-2.55
BMP7	-1.15
RAE1	-2.10
TPD52L2	-0.17
DNAJC5	-0.25
NELFCD	-2.21
CTSZ	-0.25
PRPF6	-2.20
TUBB1	-0.75
SLMO2	-0.70
HRH3	0.04
MTG2	-2.27
PSMA7	-1.98
SLCO4A1	-0.38
NTSR1	-0.37
MRGBP	-2.20
TCFL5	-0.87
DIDO1	-1.76
GID8	-0.62
SLC17A9	-0.54
BIRC7	-0.80
NKAIN4	-0.08
ARFGAP1	-0.07
AVP	-0.17
COL20A1	-0.74
CHRNA4	0.17
EEF1A2	-0.66
PTK6	-0.50
GMEB2	-0.86
C20orf27	-0.74
SPEF1	-0.12
CDC25B	-0.68
ISM1	-1.01
RNF24	0.26
ARFRP1	-1.39
NDUFAF5	-1.38
SEL1L2	0.18
TRIB3	-0.61
RASSF2	-0.46
CSNK2A1	-0.97
SLC52A3	-0.77
ANGPT4	-0.20
RSPO4	-0.20
CDS2	-0.93
PROKR2	-0.77
HM13	-0.75
SNPH	-0.50
MYLK2	-0.86
SIRPB1	-0.17
SEC23B	-0.46
FERMT1	-0.29
HAO1	-0.61
PDYN	-0.34
CCM2L	-0.55
PLCB4	-0.09
MYL9	0.07
HCK	-0.39
TM9SF4	-1.21
TLDC2	-0.37
CRNKL1	-1.18
POFUT1	-0.81
SAMHD1	-0.03
PAK7	0.24
KIF3B	-1.06
NOP56	-1.70
MANBAL	-0.19
IDH3B	-0.05
MAPRE1	-1.75
JAG1	0.54
CDK5RAP1	-0.56
SNTA1	-0.31
OXT	0.32
TTI1	-2.67
E2F1	-0.21
RPRD1B	-1.21
PXMP4	0.55
CHMP4B	-2.05
BPI	-0.70
CST9L	0.37
SLC32A1	-0.13
CST3	-0.18
ASIP	-0.65
CST4	-0.55
ACTR5	-0.83
WFDC2	0.37
AHCY	-0.32
PPP1R16B	-0.65
SPINT3	0.21
FAM83D	-0.12
EPPIN	0.00
DHX35	-2.16
DNTTIP1	0.10
MAP1LC3A	-0.82
SYNDIG1	0.19
PIGU	-1.40
TNNC2	-0.74
ACOT8	-0.96
APMAP	-0.51
CELF4	-0.50
CDH20	-0.32
ADNP2	-0.09
RBFA	-0.93
USP14	-0.40
VAPA	0.18
METTL4	-0.28
LPIN2	-0.66
SMCHD1	-0.28
MYOM1	-0.16
MYL12A	0.03
CEP76	0.00
ST8SIA5	-0.44
CEP192	-2.05
RNMT	-1.37
SMAD7	-0.01
LIPG	-0.12
LAMA1	-0.39
RNF125	-0.52
ANKRD12	0.29
NOL4	0.39
POLI	0.06
MIB1	-0.62
RBBP8	-1.65
RIOK3	-1.03
CSTF2	-0.69
H2BFM	-0.18
MXRA5	-0.48
VSIG1	-1.16
PSMD10	-0.94
ATG4A	-0.62
STS	-0.66
TBL1X	-0.33
GPR143	-0.30
PGRMC1	0.11
POLA1	-2.13
MID1	-0.96
NKAP	-1.53
RHOXF1	0.07
NXT2	0.07
GUCY2F	-0.95
ATP1B4	-0.53
ALG13	-0.60
PRPS2	-0.78
TLR8	0.00
MOSPD1	-0.22
AMMECR1	-0.08
CHRDL1	0.38
WDR13	-0.67
SUV39H1	-1.22
PAGE4	-0.29
SRPX	-0.48
GLRA2	0.07
XIAP	-0.35
STAG2	-1.64
ATP11C	-0.45
MCF2	-0.20
F9	0.17
ABCD1	-0.63
CCDC22	-1.18
CACNA1F	-0.13
SYP	-0.56
PLP2	-1.12
BMX	-0.22
LUZP4	-0.54
PLS3	-0.64
NAA10	-1.11
RENBP	-0.70
ELF4	-1.18
SMARCA1	-0.71
MTMR8	-0.48
ASB9	0.07
ZC3H12B	-0.61
RBBP7	-0.06
KCND1	-0.71
UBE2NL	0.20
OPN1LW	0.53
SLC25A14	-0.44
FMR1	-0.78
PIM2	-0.74
SCML2	-0.08
SLC35A2	-0.87
PQBP1	-1.62
RS1	-0.49
PCSK1N	0.00
EMD	-0.50
TAZ	-0.83
RAB40AL	0.14
PGK1	-1.45
GATA1	-0.46
MAGT1	-0.68
SMS	-0.25
PHEX	-0.43
UBL4A	0.20
CD99L2	-0.31
EEA1	-0.43
GPR50	-0.05
RP2	-0.58
CDK16	-0.73
USP11	-0.30
PCYT1B	0.05
BRS3	0.30
HTATSF1	-1.59
VGLL1	-0.51
CD40LG	0.51
TIMP1	0.46
KLHL4	-1.04
GABRE	-0.20
PCDH11X	0.40
FGD1	-1.77
PIN4	-0.12
PORCN	0.47
