Gene,Annot,IPSC_1_inh,IPSC_2_inh,K562_1_inh,K562_2_inh,IPSC_AV_inh,K562_Av_inh,IPSC_Av_Cut,K562_Av_cut,iPSC_1_cut,iPSC_2_cut,chr,strand.y,Count,tss_id,tss_start,start,TSS_distance,Unique,chr_type,distance,bidirectional,distance_to_neighbour_TSS,max_off_target,crispr_off_target
TMEM201,Other,-0.5676996,-0.7082861,0.4882561,-0.1866043,-0.63799285,0.1508259,-0.059661615,-0.339842875,-0.08076703,-0.0385562,1,+,1,hg_524.1,9588910,9588953,43,Unique,Autosomal,close,NA,49446,1,specific
PIK3CD,Other,0.06806688,0.1559937,-0.1704918,6.17089e-4,0.11203029,-0.0849373555,0.54444385,0.18501778,0.5874562,0.5014315,1,+,1,hg_529.1,9651730,9651762.66666667,32.6666666666667,Unique,Autosomal,close,NA,62820,1,specific
CLSTN1,Other,0.09542226,0.1412973,0.3797193,0.2046398,0.11835978,0.29217955,0.3491773,0.29045765,0.3538915,0.3444631,1,-,1,hg_10245.1,9823959,9823921.33333333,37.6666666666667,Unique,Autosomal,close,NA,86295,1,specific
CTNNBIP1,Other,-0.2031218,-0.03491217,0.4557604,-0.605441,-0.119016985,-0.0748403,0.0768119395,0.228865,0.003589079,0.1500348,1,-,1,hg_10252.1,9910254,9910178.66666667,75.3333333333333,Unique,Autosomal,close,NA,33072,1,specific
LZIC,Other,-1.432173,-1.82896,-0.9552186,-1.007335,-1.6305665,-0.9812768,0.28378955,0.3474522,0.2121905,0.3553886,1,-,1,hg_10258.1,9943326,9943260.66666667,65.3333333333333,Unique,Autosomal,close,<1000,148,1,specific
NMNAT1,Other,-0.4735844,0.09300152,-0.6896952,-0.05773715,-0.19029144,-0.373716175,0.19517595,0.08687602,0.2213815,0.1689704,1,+,1,hg_541.1,9943474,9943528,54,Unique,Autosomal,close,<1000,148,3,non-specific
RBP7,Other,0.01521939,0.04727267,0.2836871,-0.3085679,0.03124603,-0.0124404,0.2361771,0.12621954,0.194384,0.2779702,1,+,1,hg_546.1,9997227,9997265,38,Unique,Autosomal,close,NA,35933,1,specific
UBE4B,Other,-1.551138,-1.458599,-0.400748,-0.9073043,-1.5048685,-0.65402615,-0.3045758,0.061299785,-0.3835037,-0.2256479,1,+,1,hg_549.1,10033160,10032985,175,Unique,Autosomal,close,NA,35933,1,specific
KIF1B,Other,-0.1559743,-0.2297245,-0.06686092,-0.2451954,-0.1928494,-0.15602816,0.6667178,-0.062228125,0.6649263,0.6685093,1,+,1,hg_558.1,10210569,10210616.3333333,47.3333333333333,Unique,Autosomal,close,NA,177409,1,specific
PGD,Other,-1.743694,-2.073982,-2.817669,-2.70985,-1.908838,-2.7637595,-0.81934535,-0.9112428,-0.9931376,-0.6455531,1,+,1,hg_570.1,10399063,10399108.3333333,45.3333333333333,Unique,Autosomal,close,NA,50967,1,specific
CORT,Other,-0.1375511,-0.07773221,0.4830327,-0.004001464,-0.107641655,0.239515618,0.60339685,0.4064651,0.6107923,0.5960014,1,+,1,hg_582.1,10450030,10450188,158,Unique,Autosomal,close,NA,22495,1,specific
DFFA,Other,-1.732957,-1.34738,-0.5176507,-0.5941668,-1.5401685,-0.55590875,0.55727135,0.5273722,0.6007762,0.5137665,1,-,1,hg_10261.1,10472525,10472449.6666667,75.3333333333333,Unique,Autosomal,close,NA,2428,1,specific
PEX14,Other,-0.5646367,-0.7876,-0.3794472,0.05277633,-0.67611835,-0.163335435,0.1398462,0.2499751,0.1445352,0.1351572,1,+,1,hg_591.1,10474953,10475006.6666667,53.6666666666667,Unique,Autosomal,close,NA,2428,1,specific
CASZ1,Other,0.005760266,-0.008151368,-0.2841619,-0.2904905,-0.001195551,-0.2873262,-0.00981105,-0.2734952,0.1553931,-0.1750152,1,-,1,hg_10272.1,10796643,10694400,102243,Unique,Autosomal,far,NA,216015,1,specific
TARDBP,Other,-3.511912,-3.22611,-1.027342,-0.834635,-3.369011,-0.9309885,-0.340229,-0.3773435,-0.3138621,-0.3665959,1,+,1,hg_608.1,11012658,11012702.6666667,44.6666666666667,Unique,Autosomal,close,NA,34322,3,non-specific
MASP2,Other,0.130652,-0.0803142,0.09094242,-0.3186802,0.0251689,-0.11386889,-0.24002255,-0.42329785,-0.1463523,-0.3336928,1,-,1,hg_10278.1,11046980,11047188.3333333,208.333333333333,Unique,Autosomal,close,NA,13037,1,specific
SRM,Other,-1.162419,-0.6367931,0.1896527,-0.5742006,-0.89960605,-0.19227395,-0.2448285,-0.33833975,-0.2465291,-0.2431279,1,-,1,hg_10288.1,11060017,11059964,53,Unique,Autosomal,close,NA,13037,1,specific
EXOSC10,Other,-6.207239,-6.340084,-1.3736,-1.576208,-6.2736615,-1.474904,-0.9729499,-0.6433116,-1.204576,-0.7413238,1,-,1,hg_10291.1,11099850,11099624.3333333,225.666666666667,Unique,Autosomal,close,NA,39833,1,specific
ANGPTL7,Other,0.485225388,0.461316306333333,0.261141052,-0.145881183,0.473270847166666,0.0576299345,0.2596329,0.26688345,0.1967485,0.3225173,1,+,1,hg_614.1,11189354,11189396,42,Unique,Autosomal,close,NA,73196,1,specific
MTOR,Other,-4.638507,-4.611429,-3.210736,-3.674628,-4.624968,-3.442682,-1.13418755,-0.89476465,-1.415076,-0.8532991,1,-,1,hg_10293.1,11262550,11262506,44,Unique,Autosomal,close,NA,10657,1,specific
UBIAD1,Other,-1.549397,-1.786821,-1.110083,-1.552237,-1.668109,-1.33116,-0.07013367,-0.055962405,-0.1936152,0.05334786,1,+,1,hg_615.1,11273207,11273243.6666667,36.6666666666667,Unique,Autosomal,close,NA,10657,1,specific
FBXO2,Other,-0.1480229,-0.2900314,0.3714463,-0.3005065,-0.21902715,0.0354699,0.41124575,0.15160545,0.3877862,0.4347053,1,-,1,hg_10300.1,11654428,11654338.6666667,89.3333333333333,Unique,Autosomal,close,<1000,448,1,specific
FBXO44,Other,0.1987162,0.1242565,0.2355411,-0.107849,0.16148635,0.06384605,0.5019938,0.4693778,0.5427395,0.4612481,1,+,1,hg_624.1,11654876,11654926.6666667,50.6666666666667,Unique,Autosomal,close,<1000,448,1,specific
FBXO6,Other,-1.550178,-1.016179,-0.5476574,-0.2917913,-1.2831785,-0.41972435,0.42750995,0.2386533,0.4587221,0.3962978,1,+,1,hg_628.1,11664200,11664233.6666667,33.6666666666667,Unique,Autosomal,close,NA,9324,1,specific
MAD2L2,Other,-0.1820209,-0.170195,-0.04742033,-0.4432463,-0.17610795,-0.245333315,-1.04379515,-0.75820825,-1.166162,-0.9214283,1,-,1,hg_10304.1,11681147,11681098.6666667,48.3333333333333,Unique,Autosomal,close,NA,10582,1,specific
DRAXIN,Other,-0.4715305,-0.03922817,0.3825816,0.06005235,-0.255379335,0.221316975,-0.31020025,-0.084497445,-0.2417112,-0.3786893,1,+,1,hg_633.1,11691729,11691798,69,Unique,Autosomal,close,NA,10582,1,specific
AGTRAP,Other,-0.078625042,0.109882485,-0.294249664,-0.190408940666667,0.0156287215,-0.242329302333333,-0.2810514,-0.1718186,-0.419297,-0.1428058,1,+,1,hg_639.1,11736135,11736182,47,Unique,Autosomal,close,NA,44406,1,specific
C1orf167,Other,0.1252945,0.2951824,0.4824848,0.2634725,0.21023845,0.37297865,0.5635403,0.19757319,0.6552181,0.4718625,1,+,1,hg_645.1,11787786,11787840.6666667,54.6666666666667,Unique,Autosomal,close,NA,18177,1,specific
MTHFR,Other,-0.5915927,-0.5577693,0.6141251,0.8528253,-0.574681,0.7334752,0.35475765,0.3413366,0.3553789,0.3541364,1,-,1,hg_10326.1,11805963,11803470,2493,Unique,Autosomal,middle,<1000,277,1,specific
CLCN6,Other,-1.903349,-1.590275,-0.04151032,-0.1297386,-1.746812,-0.08562446,0.3987561,0.31260555,0.3847569,0.4127553,1,+,1,hg_649.1,11806240,11806250.6666667,10.6666666666667,Unique,Autosomal,close,<1000,277,1,specific
NPPA,Other,-0.3969147,-0.09329109,0.315716,-0.2128132,-0.245102895,0.0514514,-0.01372517,-0.02185069,-0.1233723,0.09592196,1,-,1,hg_10332.1,11847211,11847725,514,Unique,Autosomal,close,NA,11733,1,specific
NPPB,Other,0.3909701,0.4717487,0.343493,0.2664378,0.4313594,0.3049654,-0.108027765,-0.2024881,-0.1730322,-0.04302333,1,-,1,hg_10344.1,11858944,11858892,52,Unique,Autosomal,close,NA,11733,1,specific
KIAA2013,Other,0.07770808,-0.1098889,0.2674838,0.06940646,-0.01609041,0.16844513,-0.4082034,-0.26168325,-0.3973534,-0.4190534,1,-,1,hg_10349.1,11926426,11926391.3333333,34.6666666666667,Unique,Autosomal,close,NA,8298,2,non-specific
PLOD1,Other,-1.656219,-1.228019,-0.6464036,-0.733372,-1.442119,-0.6898878,0.1505246,0.1679918,0.1874078,0.1136414,1,+,1,hg_653.1,11934724,11934754,30,Unique,Autosomal,close,NA,8298,1,specific
MFN2,Other,-2.910683,-3.056603,0.07261183,-0.3533037,-2.983643,-0.140345935,-0.934404,-0.67700405,-0.9011192,-0.9676888,1,+,1,hg_668.1,11980445,11980468.3333333,23.3333333333333,Unique,Autosomal,close,NA,39055,1,specific
MIIP,Other,-0.02878381,-0.0771077,-1.634397,-1.205835,-0.052945755,-1.420116,-0.316856,0.2938016,-0.430318,-0.203394,1,+,1,hg_675.1,12019500,12019533.3333333,33.3333333333333,Unique,Autosomal,close,NA,39055,1,specific
TNFRSF8,Other,0.1225745,0.2264962,-0.1629143,-0.2104546,0.17453535,-0.18668445,0.145969445,-0.60260835,0.3136345,-0.02169561,1,+,1,hg_678.1,12063302,12063339.3333333,37.3333333333333,Unique,Autosomal,close,NA,43802,1,specific
TNFRSF1B,Other,-0.4985815,-0.6398628,-0.3689225,-0.4903481,-0.56922215,-0.4296353,0.4330686,0.0328421,0.4399589,0.4261783,1,+,1,hg_710.1,12166990,12167040.3333333,50.3333333333333,Unique,Autosomal,close,NA,63041,1,specific
VPS13D,Other,-4.913347,-4.680348,-2.421284,-2.854355,-4.7968475,-2.6378195,-0.6534972,-0.2757081,-0.734748,-0.5722464,1,+,1,hg_723.1,12230031,12230045.3333333,14.3333333333333,Unique,Autosomal,close,NA,63041,1,specific
DHRS3,Other,-0.2103146,0.1420293,-0.3959313,-0.7134314,-0.03414265,-0.55468135,0.36467195,0.3952818,0.2246861,0.5046578,1,-,1,hg_10390.1,12617786,12618166.3333333,380.333333333333,Unique,Autosomal,close,NA,98323,1,specific
AADACL3,Other,0.037598241,0.422828877333333,0.291501484666667,0.0620048316666667,0.230213559166666,0.176753158166667,-0.027079895,-0.08850415,-0.07519446,0.02103467,1,+,1,hg_747.1,12716109,12716158,49,Unique,Autosomal,close,NA,30076,1,specific
C1orf158,Other,-0.2835611,-0.05668456,0.5274546,-0.07203005,-0.17012283,0.227712275,-0.1068723595,-0.005149135,-0.2177567,0.004011981,1,+,1,hg_748.1,12746185,12746242,57,Unique,Autosomal,close,NA,30076,1,specific
PRAMEF1,NEG,0.2086326,0.265283,0.2303192,0.1363099,0.2369578,0.18331455,0.63085375,0.0461283,0.8290139,0.4326936,1,+,1,hg_752.1,12791398,12791435,37,Unique,Autosomal,close,NA,45213,5,non-specific
LRRC38,Other,-1.282304,-0.9742215,-0.08187807,-0.2376771,-1.12826275,-0.159777585,0.010110595,0.061803705,0.1185673,-0.09834611,1,-,1,hg_10410.1,13513675,13513934.6666667,259.666666666667,Unique,Autosomal,close,NA,70156,1,specific
PDPN,Other,0.2595616,0.1783437,0.1968958,0.1641684,0.21895265,0.1805321,0.727271,0.61538705,0.6800046,0.7745374,1,+,1,hg_754.1,13583831,13583857.3333333,26.3333333333333,Unique,Autosomal,close,NA,70156,1,specific
PRDM2,Other,-1.383162,-1.379904,0.7185794,-0.2587758,-1.381533,0.2299018,0.2378198,0.216796215,0.3107008,0.1649388,1,+,1,hg_769.1,13749436,13749472,36,Unique,Autosomal,close,NA,165605,1,specific
KAZN,Other,-0.3436572,-0.5500148,0.2051418,-0.7148576,-0.446836,-0.2548579,0.13630708,0.29417585,0.2384802,0.03413396,1,+,1,hg_788.1,14598690,14924195,325505,Unique,Autosomal,far,NA,555072,1,specific
TMEM51,Other,-1.628932,-1.575916,-0.005417448,-0.1340446,-1.602424,-0.069731024,0.4049272,0.3566883,0.4340215,0.3758329,1,+,1,hg_817.1,15153762,15153806.6666667,44.6666666666667,Unique,Autosomal,close,NA,93460,1,specific
FHAD1,Other,-0.1296669,0.04299167,0.04365084,0.1021137,-0.043337615,0.07288227,0.73337365,0.42218125,0.563261,0.9034863,1,+,1,hg_821.1,15247222,15247258.3333333,36.3333333333333,Unique,Autosomal,close,NA,93460,1,specific
EFHD2,Other,-1.13731,-1.315787,0.05316519,0.3664718,-1.2265485,0.209818495,-0.15650235,-0.081763335,-0.1429013,-0.1701034,1,+,1,hg_846.1,15409952,15409990.6666667,38.6666666666667,Unique,Autosomal,close,NA,28490,1,specific
CTRC,Other,0.2092186,0.3360644,-0.213911,0.4946141,0.2726415,0.14035155,-0.2163066,-0.2811263,-0.2705228,-0.1620904,1,+,1,hg_857.1,15438442,15438480.3333333,38.3333333333333,Unique,Autosomal,close,NA,18214,1,specific
CELA2A,NEG,-0.08837871,0.2058543,0.1035231,0.09684774,0.058737795,0.10018542,-0.4983105,-0.4005916,-0.4045666,-0.5920544,1,+,1,hg_862.1,15456656,15456751.3333333,95.3333333333333,Unique,Autosomal,close,NA,9353,1,specific
CELA2B,Other,0.07856151,-0.03742988,0.6156325,0.4838894,0.020565815,0.54976095,0.45469405,0.37256255,0.3307101,0.578678,1,+,1,hg_872.1,15466009,15476132.3333333,10123.3333333333,Unique,Autosomal,far,NA,9353,1,specific
CASP9,Other,0.37324040000000003,0.289342,0.5196946,0.3378518,0.3312912,0.4287732,0.6466839,0.178066985,0.727134,0.5662338,1,-,1,hg_10457.1,15524214,15524180,34,Unique,Autosomal,close,NA,2633,1,specific
DNAJC16,Other,-0.3998199,-0.4570765,-0.2279761,0.06761234,-0.4284482,-0.08018188,0.17706328,0.14048145,0.2654822,0.08864436,1,+,1,hg_881.1,15526847,15526891.3333333,44.3333333333333,Unique,Autosomal,close,NA,2633,1,specific
AGMAT,Other,0.033059436,0.193923112333333,0.224837319333333,0.237901682666667,0.113491274166667,0.231369501,-0.2563275,-0.0306349,-0.3018935,-0.2107615,1,-,1,hg_10462.1,15585022,15584984.3333333,37.6666666666667,Unique,Autosomal,close,NA,32435,1,specific
DDI2,Other,-2.392942,-1.994905,-0.3247066,-0.2890123,-2.1939235,-0.30685945,-0.21577355,-0.36966345,-0.2830179,-0.1485292,1,+,1,hg_886.1,15617457,15617497,40,Unique,Autosomal,close,NA,32435,1,specific
PLEKHM2,Other,-1.101123,-1.323026,-0.4920218,-0.9807602,-1.2120745,-0.736391,-0.31005263,0.24675335,-0.5748081,-0.04529716,1,+,1,hg_894.1,15684319,15684370,51,Unique,Autosomal,close,NA,51938,1,specific
SLC25A34,Other,0.2264288,0.3894886,0.4775075,0.3197185,0.3079587,0.398613,-0.31272735,-0.23058455,-0.4359343,-0.1895204,1,+,1,hg_901.1,15736257,15736345.3333333,88.3333333333333,Unique,Autosomal,close,NA,6243,1,specific
TMEM82,Other,0.1628784,0.1922549,-0.009357951,-0.1802825,0.17756665,-0.0948202255,-0.04224242115,-0.1744832,-0.08389489,-5.899523e-4,1,+,1,hg_905.1,15742500,15742523.3333333,23.3333333333333,Unique,Autosomal,close,NA,6243,1,specific
FBLIM1,Other,-1.577856,-1.799542,-0.2245155,-0.3093371,-1.688699,-0.2669263,-0.68756525,-0.5227049,-0.7212934,-0.6538371,1,+,1,hg_915.1,15758794,15758833,39,Unique,Autosomal,close,NA,16294,2,non-specific
SPEN,Other,-0.3453762,-0.3374117,-1.023686,-1.018379,-0.34139395,-1.0210325,0.01814665,-0.09147467,0.1436753,-0.107382,1,+,1,hg_930.1,15847858,15847876.6666667,18.6666666666667,Unique,Autosomal,close,NA,89064,1,specific
ZBTB17,Other,-4.607296,-4.998658,-0.4036472,-1.188488,-4.802977,-0.7960676,-0.7425311,-0.49433865,-0.7114633,-0.7735989,1,-,1,hg_10485.1,15976078,15975998.3333333,79.6666666666667,Unique,Autosomal,close,NA,28158,1,specific
C1orf64,Other,0.1400957,0.04357681,0.3328783,0.5030634,0.091836255,0.41797085,-0.21019585,0.3196441,-0.1119916,-0.3084001,1,+,1,hg_938.1,16004236,16004279.3333333,43.3333333333333,Unique,Autosomal,close,NA,13176,1,specific
HSPB7,Other,0.06961101,0.1965171,0.1660397,-0.1842101,0.133064055,-0.00908519999999999,0.24893675,0.1496057,0.2994585,0.198415,1,-,1,hg_10506.1,16017412,16017971.6666667,559.666666666667,Unique,Autosomal,close,NA,9605,1,specific
CLCNKA,Other,-0.3451038,-0.6714327,0.2719532,-0.2254533,-0.50826825,0.02324995,0.1517375,0.2465527,0.1685484,0.1349266,1,+,1,hg_952.1,16027017,16028558,1541,Unique,Autosomal,middle,NA,9605,2,non-specific
CLCNKB,Other,-0.4396191,-0.4300281,-0.2375475,-0.3537516,-0.4348236,-0.29564955,-0.220002,-0.3214768,-0.2397375,-0.2002665,1,+,1,hg_960.1,16048991,16043852,5139,Unique,Autosomal,far,NA,21974,1,specific
FAM131C,Other,-0.4488517,-0.6441101,0.3656859,0.3213709,-0.5464809,0.3435284,0.18129805,0.03021305,-0.1451563,0.5077524,1,-,1,hg_10515.1,16073650,16073587.6666667,62.3333333333333,Unique,Autosomal,close,NA,24659,2,non-specific
EPHA2,Other,-0.9378038,-1.175529,0.1122936,0.06751137,-1.0566664,0.089902485,0.479737,0.11723175,0.4793522,0.4801218,1,-,1,hg_10524.1,16156068,16156018.6666667,49.3333333333333,Unique,Autosomal,close,NA,56583,1,specific
ARHGEF19,Other,0.022257217,0.0899943423333333,0.367136857666667,0.089861503,0.0561257796666666,0.228499180333333,0.1426302,0.17724839,0.1346416,0.1506188,1,-,1,hg_10529.1,16212651,16212590.3333333,60.6666666666667,Unique,Autosomal,close,NA,24521,1,specific
RSG1,Other,-1.894941,-1.873158,0.09858272,0.35684,-1.8840495,0.22771136,0.0307630075,0.16739095,0.06605376,-0.004527745,1,-,1,hg_10533.1,16237172,16237125,47,Unique,Autosomal,close,NA,24521,1,specific
FBXO42,Other,-1.401544,-1.44373,-1.701566,-2.262824,-1.422637,-1.982195,1.4553005,0.0262217,1.519374,1.391227,1,-,1,hg_10535.1,16352472,16352417.6666667,54.3333333333333,Unique,Autosomal,close,NA,14771,1,specific
SZRD1,Other,-1.339091,-1.422563,-0.3265223,-0.2943955,-1.380827,-0.3104589,0.027532005,0.2561966,0.1430592,-0.08799519,1,+,1,hg_964.1,16367243,16367273.3333333,30.3333333333333,Unique,Autosomal,close,NA,14771,1,specific
NECAP2,Other,0.4647679,0.355702,-0.3527072,-0.2639607,0.41023495,-0.30833395,0.4635179,0.39993815,0.5051334,0.4219024,1,+,1,hg_969.1,16440741,16440775.3333333,34.3333333333333,Unique,Autosomal,close,NA,73498,1,specific
CROCC,Other,-0.6840895,-0.8439942,0.3705177,0.0604884,-0.76404185,0.21550305,0.41516745,0.113929135,0.7271208,0.1032141,1,+,1,hg_978.1,16921930,16921951.3333333,24.6666666666667,Unique,Autosomal,close,NA,58689,1,specific
MFAP2,Other,0.1203101,0.1732304,0.4193464,0.07303053,0.14677025,0.246188465,0.76104675,0.5534939,0.8282775,0.693816,1,-,1,hg_10559.1,16980619,16980580.3333333,38.6666666666667,Unique,Autosomal,close,NA,31308,1,specific
ATP13A2,Other,-3.299353,-3.01114,-0.2539903,-0.7167125,-3.1552465,-0.4853514,-0.14794055,0.01650879,-0.180409,-0.1154721,1,-,1,hg_10565.1,17011927,17011865,62,Unique,Autosomal,close,NA,31308,1,specific
SDHB,Other,-3.080615,-3.097694,-2.457409,-1.994358,-3.0891545,-2.2258835,-0.30831585,-1.23101345,-0.326968,-0.2896637,1,-,1,hg_10570.1,17054031,17053976.3333333,54.6666666666667,Unique,Autosomal,close,NA,42104,1,specific
PADI2,Other,-0.6259248,-0.7173641,-0.4711883,-0.01268505,-0.67164445,-0.241936675,-0.2967985,-0.26422955,-0.2840987,-0.3094983,1,-,1,hg_10576.1,17119450,17119381.3333333,68.6666666666667,Unique,Autosomal,close,NA,65419,1,specific
PADI1,Other,-1.195295,-1.913962,-0.5713325,-0.5661144,-1.5546285,-0.56872345,0.185369085,0.28570655,0.3108619,0.05987627,1,+,1,hg_987.1,17205127,17205152.3333333,25.3333333333333,Unique,Autosomal,close,NA,43970,1,specific
PADI3,Other,0.1191157,0.01534233,0.09193172,-0.08953901,0.067229015,0.001196355,-0.5419079,-0.32607955,-0.3660148,-0.717801,1,+,1,hg_990.1,17249097,17249144,47,Unique,Autosomal,close,NA,43970,1,specific
PADI4,Other,0.255566,0.02757578,0.6130723,0.5291201,0.14157089,0.5710962,-0.0023516,-0.040132915,0.1069514,-0.1116546,1,+,1,hg_991.1,17308196,17308222.3333333,26.3333333333333,Unique,Autosomal,close,NA,59099,1,specific
RCC2,Other,-1.359728,-1.010282,0.002008429,-0.269335,-1.185005,-0.1336632855,-0.260882,-0.17599309,-0.1394531,-0.3823109,1,-,1,hg_10588.1,17439670,17438471.3333333,1198.66666666667,Unique,Autosomal,middle,NA,100085,2,non-specific
ARHGEF10L,Other,0.0765285306666667,0.162971156666667,-0.284248655,-0.137171329333333,0.119749843666667,-0.210709992166667,0.71133965,0.51416155,0.6679931,0.7546862,1,+,1,hg_997.1,17539755,17539784.6666667,29.6666666666667,Unique,Autosomal,close,NA,100085,1,specific
ACTL8,Other,-0.049660735,-0.176320673,-0.134406168666667,0.140607999,-0.112990704,0.00310091516666651,-0.6132906,-0.34751135,-0.827554,-0.3990272,1,+,1,hg_1015.1,17755332,17755378,46,Unique,Autosomal,close,NA,215577,1,specific
IGSF21,Other,-0.2293422,-0.001794496,-0.819815,-0.3393938,-0.115568348,-0.5796044,0.3634745,0.3506564,0.3933698,0.3335792,1,+,1,hg_1025.1,18107797,18107821.6666667,24.6666666666667,Unique,Autosomal,close,NA,352465,1,specific
KLHDC7A,Other,-0.2025271,-0.3342098,0.4329193,0.3988055,-0.26836845,0.4158624,0.5673239,0.4546108,0.525451,0.6091968,1,+,1,hg_1031.1,18481012,18481033,21,Unique,Autosomal,close,NA,149844,1,specific
PAX7,Other,-0.6875781,-0.6385874,-0.6871182,-0.8453393,-0.66308275,-0.76622875,0.27364366,0.4179366,0.06218492,0.4851024,1,+,1,hg_1034.1,18630856,18630900,44,Unique,Autosomal,close,NA,149844,1,specific
ALDH4A1,Other,-1.145713881,-1.024024479,0.29227746,0.295947386333333,-1.08486918,0.294112423166667,-0.35470655,-0.1072002595,-0.3990068,-0.3104063,1,-,1,hg_10614.1,18902554,18902486.3333333,67.6666666666667,Unique,Autosomal,close,NA,54076,1,specific
IFFO2,Other,0.0224294,0.01315389,-0.2737198,-4.0697e-4,0.017791645,-0.137063385,-0.42482285,0.04704733,-0.3612293,-0.4884164,1,-,1,hg_10623.1,18956630,18956563.6666667,66.3333333333333,Unique,Autosomal,close,NA,54076,1,specific
UBR4,Other,-1.260121,-1.037095,-0.7035251,-0.8073394,-1.148608,-0.75543225,-0.9180185,-0.9755111,-0.774404,-1.061633,1,-,1,hg_10643.1,19210259,19210207.3333333,51.6666666666667,Unique,Autosomal,close,NA,41264,1,specific
EMC1,Other,-3.756788,-3.674601,-1.185611,-1.443932,-3.7156945,-1.3147715,-0.45050065,-0.46653605,-0.6626183,-0.238383,1,-,1,hg_10651.1,19251523,19251445.6666667,77.3333333333333,Unique,Autosomal,close,<1000,281,1,specific
MRTO4,Other,-4.71151,-4.769291,-2.392401,-2.330322,-4.7404005,-2.3613615,-0.8646088,-0.530313,-0.7549243,-0.9742933,1,+,1,hg_1058.1,19251804,19251843.3333333,39.3333333333333,Unique,Autosomal,close,<1000,281,2,non-specific
AKR7A3,Other,0.104087898666667,-5.11880000000004e-4,0.122946918666667,0.148356200333333,0.0517880093333335,0.1356515595,0.32874025,0.15174291,0.3333335,0.324147,1,-,1,hg_223525.1,19288769,19288555,214,Unique,Autosomal,close,NA,23333,2,non-specific
AKR7A2,Other,-0.341152564333333,-0.240797799666667,-0.48158119,-0.260561158,-0.290975182,-0.371071174,-0.40909465,-0.1422599,-0.3549317,-0.4632576,1,-,1,hg_10654.1,19312102,19312047.3333333,54.6666666666667,Unique,Autosomal,close,<1000,223,1,specific
PQLC2,Other,0.02576491,0.0219655,0.01689468,0.03036138,0.023865205,0.02362803,-0.24492959,-0.20076905,-0.3908491,-0.09901008,1,+,1,hg_1060.1,19312325,19312360.3333333,35.3333333333333,Unique,Autosomal,close,<1000,223,1,specific
CAPZB,Other,-3.74919,-3.870454,-2.825728,-3.17225,-3.809822,-2.998989,-0.63177874999999994,-0.58772875,-0.7310137,-0.5325438,1,-,1,hg_10678.1,19485532,19485467,65,Unique,Autosomal,close,NA,111482,1,specific
MINOS1,Other,-2.602579,-2.970732,-3.349568,-3.865631,-2.7866555,-3.6075995,-0.6880042,-0.6096589,-1.01438,-0.3616284,1,+,1,hg_1066.1,19597014,19597061,47,Unique,Autosomal,close,NA,47298,1,specific
NBL1,Other,0.08431317,-0.03773547,-0.1565187,-0.0507387,0.02328885,-0.1036287,0.67285365,0.47695135,0.9446815,0.4010258,1,+,1,hg_1077.1,19644312,19644357,45,Unique,Autosomal,close,NA,20571,1,specific
HTR6,NEG,-0.5931947,-0.4237696,-0.1800482,-0.3872763,-0.50848215,-0.28366225,0.187541,0.17729045,0.2093887,0.1656933,1,+,1,hg_1081.1,19664883,19664918,35,Unique,Autosomal,close,NA,20571,1,specific
